FID	IID
TU92	TU92
TU28	TU28
TU87	TU87
TU59	TU59
TU75	TU75
TU82	TU82
TU37	TU37
TU5	TU5
TU70	TU70
TU36	TU36
TU88	TU88
TU80	TU80
TU48	TU48
TU63	TU63
TU4	TU4
TUF-15	TUF-15
TU93	TU93
TU53	TU53
TU1	TU1
TUK-11	TUK-11
TUG-27	TUG-27
TUF-28	TUF-28
TU55	TU55
TU97	TU97
TU85	TU85
TU50	TU50
AZ57	AZ57
VA10	VA10
VA11	VA11
VA12	VA12
VA13	VA13
VA16	VA16
VA3	VA3
VA33	VA33
VA4	VA4
VA43	VA43
VA44	VA44
VA45	VA45
VA5	VA5
VA55	VA55
VA56	VA56
VA7	VA7
VA8	VA8
VA9	VA9
VA62	VA62
VA61	VA61
VA53	VA53
VA72	VA72
VA25	VA25
VA65	VA65
VA76	VA76
VA75	VA75
VA58	VA58
VA77	VA77
VA42	VA42
VA20	VA20
VA57	VA57
VA59	VA59
VA19	VA19
VA17	VA17
VA18	VA18
VA30	VA30
VA29	VA29
VA46	VA46
VA64	VA64
VA51	VA51
VA52	VA52
VA74	VA74
Arm89	Arm89
VA39	VA39
VA1	VA1
Arm73	Arm73
VA73	VA73
VA37	VA37
VA22	VA22
VA32	VA32
VA23	VA23
VA15	VA15
VA14	VA14
VA24	VA24
VA36	VA36
VA31	VA31
VA26	VA26
Arm71	Arm71
VA38	VA38
VA35	VA35
VA2	VA2
VA34	VA34
VA41	VA41
VA63	VA63
Arm76	Arm76
AZ7	AZ7
AZ18	AZ18
AZ15	AZ15
AZ17	AZ17
AZ16	AZ16
AZ4	AZ4
AZ11	AZ11
AZ12	AZ12
AZ13	AZ13
AZ6	AZ6
AZ2	AZ2
AZ59	AZ59
AZ9	AZ9
AZ3	AZ3
AZ8	AZ8
AZ1	AZ1
AZ54	AZ54
AZ62	AZ62
AZ58	AZ58
GA3	GA3
GA20	GA20
GA4	GA4
GA18	GA18
GA14	GA14
GA5	GA5
GA16	GA16
GA2	GA2
GA10	GA10
GA1	GA1
GA7	GA7
GA13	GA13
GE25	GE25
GE36	GE36
GE35	GE35
GE13	GE13
GE29	GE29
GA19	GA19
GE23	GE23
GA11	GA11
GE40	GE40
GE45	GE45
GE14	GE14
GE9	GE9
GE46	GE46
GE15	GE15
GE12	GE12
GE41	GE41
GA8	GA8
GE24	GE24
GE20	GE20
GE7	GE7
GE31	GE31
GE10	GE10
GE28	GE28
GE30	GE30
GE33	GE33
GE11	GE11
GA46	GA46
GA31	GA31
GE21	GE21
GE3	GE3
GA15	GA15
GE32	GE32
GE1	GE1
GE27	GE27
GE19	GE19
GA47	GA47
GA49	GA49
GA17	GA17
GE2	GE2
GE37	GE37
GE42	GE42
GE8	GE8
TUD-1	TUD-1
TUD-3	TUD-3
TUF-5	TUF-5
TUF-6	TUF-6
TUF-13	TUF-13
TUF-19	TUF-19
TUF-20	TUF-20
TUF-21	TUF-21
TUF-22	TUF-22
TUF-23	TUF-23
TUF-29	TUF-29
TUF-36	TUF-36
TUF-25	TUF-25
TUF-14	TUF-14
TUF-24	TUF-24
TUF-33	TUF-33
TUF-4	TUF-4
TUF-18	TUF-18
TUF-11	TUF-11
TUF-8	TUF-8
TUF-27	TUF-27
TUF-3	TUF-3
TUF-12	TUF-12
TUF-30	TUF-30
TUG-10	TUG-10
TUG-9	TUG-9
TUF-35	TUF-35
TUG-12	TUG-12
TUK-3	TUK-3
TUK-6	TUK-6
TUF-16	TUF-16
TUG-19	TUG-19
TUG-20	TUG-20
TUK-9	TUK-9
TUG-21	TUG-21
TUG-25	TUG-25
TUK-5	TUK-5
TUG-29	TUG-29
TUK-4	TUK-4
TUG-4	TUG-4
TUK-7	TUK-7
TUK-8	TUK-8
TUS-1	TUS-1
TUF-17	TUF-17
TUF-1	TUF-1
TUG-22	TUG-22
